CO_ITEM,TP_ESCOLA,TX_GABARITO,answer_distribution,correct_probability
141261,2,E,[0.21783372 0.10187082 0.19214015 0.09307975 0.39060074 0.00447482],0.3906007427830511
141261,3,E,[0.14872917 0.07268927 0.14477911 0.0699688  0.5596428  0.00419085],0.5596428040801897
141322,1,A,[0.86528403 0.03075384 0.03186162 0.0367609  0.03053081 0.00480881],0.8652840256357386
141322,2,A,[0.84679133 0.035039   0.03634093 0.04122886 0.03436204 0.00623783],0.846791334464254
141322,3,A,[0.93367898 0.01411979 0.01410442 0.01761388 0.01742944 0.00305348],0.9336789847684528
141355,1,A,[0.21550937 0.12326153 0.13264769 0.36460337 0.15940699 0.00457105],0.2155093693322168
141355,2,A,[0.2085456  0.15198269 0.14781436 0.33238675 0.15298612 0.00628447],0.2085456030681444
141355,3,A,[0.26720017 0.10992535 0.09571846 0.36077198 0.16200874 0.00437529],0.26720017214261194
141364,1,A,[0.72280621 0.18025286 0.03170487 0.02446063 0.03634851 0.00442692],0.7228062128372266
141364,2,A,[0.63553392 0.24143381 0.03696725 0.02964336 0.05076484 0.00565682],0.6355339202927424
141364,3,A,[0.82437867 0.13115628 0.0129773  0.0143196  0.0143862  0.00278195],0.8243786727599687
141384,1,D,[0.10979035 0.15852435 0.09744063 0.32232039 0.30669887 0.00522541],0.3223203878183953
141384,2,D,[0.13158214 0.19538766 0.10194944 0.24537693 0.31902359 0.00668025],0.24537692841751496
141384,3,D,[0.07711067 0.15671638 0.07585034 0.50138585 0.18537095 0.00356581],0.5013858504920922
141390,1,A,[0.69636042 0.06121521 0.10523193 0.08343187 0.05027521 0.00348536],0.6963604152552002
141390,2,A,[0.63144688 0.07035118 0.11984739 0.10091402 0.07326554 0.00417499],0.631446881150714
141390,3,A,[0.76205895 0.04859955 0.10436658 0.04325595 0.0383171  0.00340187],0.7620589485980112
141410,1,B,[0.06993334 0.5971124  0.12373915 0.09548071 0.1113747  0.00235969],0.597112402529909
141410,2,B,[0.09972935 0.50400908 0.14137664 0.10397763 0.14818215 0.00272514],0.5040090829014646
141410,3,B,[0.02383355 0.76664429 0.09640499 0.06302162 0.04853807 0.00155748],0.7666442949581683
141427,1,E,[0.28328291 0.23267    0.27216827 0.10562959 0.10352029 0.00272895],0.10352028514078195
141427,2,E,[0.26464478 0.26574549 0.2845003  0.0994042  0.08255366 0.00315156],0.0825536598789213
141427,3,E,[0.24419147 0.21502457 0.3643839  0.07689549 0.09714274 0.00236184],0.09714274003903949
141440,1,E,[0.05350808 0.07706397 0.1230648  0.0688182  0.67311067 0.00443428],0.6731106687931593
141440,2,E,[0.07378791 0.10000919 0.14718005 0.08085062 0.59300446 0.00516777],0.5930044601630284
141440,3,E,[0.04008464 0.06174079 0.09596951 0.05758068 0.74017737 0.00444702],0.7401773683698197
141464,1,B,[0.20210553 0.41615232 0.09882556 0.16100848 0.11870519 0.00320293],0.416152317518325
141464,2,B,[0.19995227 0.38292123 0.10368503 0.17590846 0.13378279 0.00375022],0.3829212266811005
141464,3,B,[0.23997028 0.50894976 0.0518435  0.12546055 0.0706654  0.00311051],0.508949755310154
141503,1,C,[0.22325438 0.08854261 0.41681009 0.20720153 0.06191692 0.00227448],0.41681009270441893
141503,2,C,[0.28369942 0.1024918  0.38453615 0.16971273 0.05755036 0.00200954],0.3845361470427933
141503,3,C,[0.15297125 0.08390928 0.65192354 0.08426791 0.02541665 0.00151137],0.6519235399898559
141545,1,B,[0.08867411 0.29082698 0.31144771 0.2330361  0.07249923 0.00351587],0.2908269755972344
141545,2,B,[0.09277326 0.25721428 0.33348747 0.24407899 0.06935973 0.00308627],0.2572142837154078
141545,3,B,[0.07229477 0.33217888 0.27466481 0.24786999 0.06931814 0.0036734 ],0.3321788848642584
141547,1,B,[0.18723726 0.43694374 0.10667531 0.21040915 0.05667362 0.00206092],0.4369437419257102
141547,2,B,[0.17253648 0.39873351 0.09885518 0.26434495 0.06332579 0.0022041 ],0.3987335109225355
141547,3,B,[0.17041606 0.43316922 0.10133359 0.2300102  0.0632829  0.00178803],0.43316921721221185
141574,1,A,[0.33637123 0.12588317 0.08705189 0.09167238 0.3566953  0.00232603],0.33637123006939157
141574,2,A,[0.28897779 0.1303415  0.08868355 0.1143718  0.37531865 0.00230671],0.28897778713548794
141574,3,A,[0.38352452 0.15446213 0.07264828 0.06210967 0.32525219 0.00200321],0.38352451751397376
141597,1,B,[0.10775784 0.24384881 0.14643132 0.30469897 0.19502434 0.00223871],0.24384881142246367
141597,2,B,[0.11685307 0.19560353 0.17682474 0.29783148 0.21057646 0.0023107 ],0.195603534549273
141597,3,B,[0.10524779 0.24975536 0.12513641 0.38645504 0.13176595 0.00163945],0.24975536280592459
141605,1,D,[0.12829862 0.22880696 0.10710769 0.36166401 0.17167676 0.00244596],0.36166400855085695
141605,2,D,[0.15760486 0.20814316 0.13398479 0.36938998 0.1285705  0.00230671],0.36938998242319976
141605,3,D,[0.13555718 0.35654526 0.07800212 0.28920983 0.13837499 0.0023106 ],0.2892098346713664
141712,1,D,[0.07670102 0.05541961 0.17592589 0.37302798 0.31660895 0.00231656],0.3730279796496337
141712,2,D,[0.09702287 0.06623349 0.18745877 0.31794286 0.3290313  0.0023107 ],0.31794286140713013
141712,3,D,[0.05422492 0.03769206 0.16982176 0.44976356 0.28653548 0.00196222],0.4497635600731606
141725,1,E,[0.25420705 0.19269937 0.28284106 0.12211377 0.14626931 0.00186945],0.14626930991386022
141725,2,E,[0.24302492 0.19503985 0.32379291 0.13028687 0.10596452 0.00189094],0.10596451858356842
141725,3,E,[0.3076127  0.20654039 0.26594497 0.06536296 0.15290977 0.00162921],0.15290977370419137
141726,1,A,[0.42896203 0.22019298 0.05659051 0.12606307 0.16615679 0.00203462],0.42896203032356073
141726,2,A,[0.27123974 0.28038794 0.07813747 0.14622858 0.22204869 0.00195757],0.2712397440903173
141726,3,A,[0.36778576 0.25885433 0.047247   0.12766219 0.19669855 0.00175217],0.3677857644207862
141731,1,E,[0.26868501 0.34651275 0.12403372 0.1295358  0.12892879 0.00230393],0.12892878634219418
141731,2,E,[0.25996207 0.3670353  0.09327431 0.15752624 0.11977677 0.00242531],0.11977676530907318
141731,3,E,[0.31009237 0.28107405 0.1321297  0.13917935 0.13554694 0.00197759],0.13554693703986434
